Date,Close
26/03/2020 16:00:00,"816,23"
27/03/2020 16:00:00,"772,12"
30/03/2020 16:00:00,"798,6"
31/03/2020 16:00:00,"819,89"
1/04/2020 16:00:00,"787,95"
2/04/2020 16:00:00,"800,81"
3/04/2020 16:00:00,"792,2"
6/04/2020 16:00:00,"831,47"
7/04/2020 16:00:00,"830,58"
8/04/2020 16:00:00,"846,79"
9/04/2020 16:00:00,"859,44"
13/04/2020 16:00:00,"853,35"
14/04/2020 16:00:00,"864,47"
15/04/2020 16:00:00,"847,02"
16/04/2020 16:00:00,"842,76"
17/04/2020 16:00:00,"871,85"
20/04/2020 16:00:00,"871,98"
21/04/2020 16:00:00,"844,63"
22/04/2020 16:00:00,"865,91"
23/04/2020 16:00:00,"861,97"
24/04/2020 16:00:00,"873,14"
27/04/2020 16:00:00,"884,53"
28/04/2020 16:00:00,"894,17"
29/04/2020 16:00:00,"920,28"
30/04/2020 16:00:00,"891,63"
1/05/2020 16:00:00,"882,65"
4/05/2020 16:00:00,"893,1"
5/05/2020 16:00:00,"896,99"
6/05/2020 16:00:00,"898,73"
7/05/2020 16:00:00,"897,5"
8/05/2020 16:00:00,"905,55"
11/05/2020 16:00:00,"916,89"
12/05/2020 16:00:00,"904,1"
13/05/2020 16:00:00,"882,04"
14/05/2020 16:00:00,"881,22"
15/05/2020 16:00:00,"886,85"
19/05/2020 16:00:00,"899,03"
20/05/2020 16:00:00,"906,09"
21/05/2020 16:00:00,"898,39"
22/05/2020 16:00:00,"900,53"
25/05/2020 16:00:00,"910,8"
26/05/2020 16:00:00,"915,67"
27/05/2020 16:00:00,"924,65"
28/05/2020 16:00:00,"923,16"
29/05/2020 16:00:00,"917,17"
1/06/2020 16:00:00,"919,77"
2/06/2020 16:00:00,"931,7"
3/06/2020 16:00:00,"941,72"
4/06/2020 16:00:00,"936,71"
5/06/2020 16:00:00,"956,81"
8/06/2020 16:00:00,"961,68"
9/06/2020 16:00:00,"954,25"
10/06/2020 16:00:00,"946,07"
11/06/2020 16:00:00,"908,66"
12/06/2020 16:00:00,"920,06"
15/06/2020 16:00:00,"925,96"
16/06/2020 16:00:00,936
17/06/2020 16:00:00,"930,87"
18/06/2020 16:00:00,"934,92"
19/06/2020 16:00:00,"933,38"
22/06/2020 16:00:00,"935,25"
23/06/2020 16:00:00,"937,54"
24/06/2020 16:00:00,"921,79"
25/06/2020 16:00:00,"932,27"
26/06/2020 16:00:00,"915,65"
29/06/2020 16:00:00,"928,6"
30/06/2020 16:00:00,"934,21"
2/07/2020 16:00:00,"940,86"
3/07/2020 16:00:00,"939,35"
6/07/2020 16:00:00,"942,24"
7/07/2020 16:00:00,"937,72"
8/07/2020 16:00:00,"939,19"
9/07/2020 16:00:00,"935,68"
10/07/2020 16:00:00,"945,35"
13/07/2020 16:00:00,"941,72"
14/07/2020 16:00:00,"958,31"
15/07/2020 16:00:00,"966,01"
16/07/2020 16:00:00,"964,87"
17/07/2020 16:00:00,"970,07"
20/07/2020 16:00:00,"973,04"
21/07/2020 16:00:00,"971,5"
22/07/2020 16:00:00,"970,92"
23/07/2020 16:00:00,"961,57"
24/07/2020 16:00:00,"960,06"
27/07/2020 16:00:00,"969,04"
28/07/2020 16:00:00,"965,65"
29/07/2020 16:00:00,"977,15"
30/07/2020 16:00:00,"978,31"
31/07/2020 16:00:00,"968,67"
4/08/2020 16:00:00,"980,88"
5/08/2020 16:00:00,"988,62"
6/08/2020 16:00:00,"992,83"
7/08/2020 16:00:00,"991,1"
10/08/2020 16:00:00,"995,1"
11/08/2020 16:00:00,"991,09"
12/08/2020 16:00:00,"995,48"
13/08/2020 16:00:00,"990,98"
14/08/2020 16:00:00,"990,34"
17/08/2020 16:00:00,"998,16"
18/08/2020 16:00:00,"996,5"
19/08/2020 16:00:00,"994,06"
20/08/2020 16:00:00,"995,77"
21/08/2020 16:00:00,"990,99"
24/08/2020 16:00:00,"997,79"
25/08/2020 16:00:00,"998,34"
26/08/2020 16:00:00,"1009,3"
27/08/2020 16:00:00,"1005,78"
28/08/2020 16:00:00,"1002,28"
31/08/2020 16:00:00,"990,52"
1/09/2020 16:00:00,"998,29"
2/09/2020 16:00:00,"1002,17"
3/09/2020 16:00:00,"987,07"
4/09/2020 16:00:00,"972,5"
8/09/2020 16:00:00,"965,57"
9/09/2020 16:00:00,"983,24"
10/09/2020 16:00:00,"970,76"
11/09/2020 16:00:00,"973,83"
14/09/2020 16:00:00,"980,14"
15/09/2020 16:00:00,"983,64"
16/09/2020 16:00:00,"973,79"
17/09/2020 16:00:00,"970,37"
18/09/2020 16:00:00,"968,21"
21/09/2020 16:00:00,"957,71"
22/09/2020 16:00:00,"967,76"
23/09/2020 16:00:00,"950,82"
24/09/2020 16:00:00,"956,22"
25/09/2020 16:00:00,"966,18"
28/09/2020 16:00:00,"976,6"
29/09/2020 16:00:00,"973,77"
30/09/2020 16:00:00,"967,27"
1/10/2020 16:00:00,"969,49"
2/10/2020 16:00:00,"971,32"
5/10/2020 16:00:00,"983,4"
6/10/2020 16:00:00,"973,01"
7/10/2020 16:00:00,"985,81"
8/10/2020 16:00:00,"991,28"
9/10/2020 16:00:00,"990,95"
13/10/2020 16:00:00,"987,83"
14/10/2020 16:00:00,"983,99"
15/10/2020 16:00:00,"986,63"
16/10/2020 16:00:00,"982,67"
19/10/2020 16:00:00,"972,22"
20/10/2020 16:00:00,"971,53"
21/10/2020 16:00:00,"966,63"
22/10/2020 16:00:00,"970,52"
23/10/2020 16:00:00,"972,54"
26/10/2020 16:00:00,"959,91"
27/10/2020 16:00:00,"954,81"
28/10/2020 16:00:00,"930,9"
29/10/2020 16:00:00,"934,83"
30/10/2020 16:00:00,"928,9"
2/11/2020 16:00:00,"933,66"
3/11/2020 16:00:00,"948,2"
4/11/2020 16:00:00,"952,3"
5/11/2020 16:00:00,"968,52"
6/11/2020 16:00:00,"966,87"
9/11/2020 16:00:00,"980,43"
10/11/2020 16:00:00,"993,26"
11/11/2020 16:00:00,"1003,13"
12/11/2020 16:00:00,"990,52"
13/11/2020 16:00:00,"994,82"
16/11/2020 16:00:00,"1007,86"
17/11/2020 16:00:00,"1012,28"
18/11/2020 16:00:00,"1009,38"
19/11/2020 16:00:00,"1010,61"
20/11/2020 16:00:00,"1016,7"
23/11/2020 16:00:00,"1021,89"
24/11/2020 16:00:00,"1033,31"
25/11/2020 16:00:00,"1034,6"
26/11/2020 16:00:00,"1035,96"
27/11/2020 16:00:00,"1038,07"
30/11/2020 16:00:00,"1023,52"
1/12/2020 16:00:00,"1029,96"
2/12/2020 16:00:00,"1034,43"
3/12/2020 16:00:00,"1035,48"
4/12/2020 16:00:00,"1042,38"
7/12/2020 16:00:00,"1046,74"
8/12/2020 16:00:00,"1050,99"
9/12/2020 16:00:00,"1048,13"
10/12/2020 16:00:00,"1049,35"
11/12/2020 16:00:00,"1046,51"
14/12/2020 16:00:00,"1035,91"
15/12/2020 16:00:00,"1041,56"
16/12/2020 16:00:00,"1046,68"
17/12/2020 16:00:00,"1050,71"
18/12/2020 16:00:00,"1044,94"
21/12/2020 16:00:00,"1042,4"
22/12/2020 16:00:00,"1046,36"
23/12/2020 16:00:00,"1047,25"
24/12/2020 16:00:00,"1048,98"
29/12/2020 16:00:00,"1043,86"
30/12/2020 16:00:00,"1041,69"
31/12/2020 16:00:00,"1034,76"
4/01/2021 16:00:00,"1039,36"
5/01/2021 16:00:00,"1048,78"
6/01/2021 16:00:00,"1058,28"
7/01/2021 16:00:00,"1070,4"
8/01/2021 16:00:00,"1072,92"
11/01/2021 16:00:00,1067
12/01/2021 16:00:00,"1069,98"
13/01/2021 16:00:00,"1067,15"
14/01/2021 16:00:00,"1067,62"
15/01/2021 16:00:00,"1066,74"
18/01/2021 16:00:00,"1068,04"
19/01/2021 16:00:00,"1066,73"
20/01/2021 16:00:00,"1068,94"
21/01/2021 16:00:00,"1063,01"
22/01/2021 16:00:00,"1058,57"
25/01/2021 16:00:00,"1060,79"
26/01/2021 16:00:00,"1052,18"
27/01/2021 16:00:00,"1029,47"
28/01/2021 16:00:00,"1046,82"
29/01/2021 16:00:00,"1026,6"
1/02/2021 16:00:00,"1044,68"
2/02/2021 16:00:00,"1059,25"
3/02/2021 16:00:00,"1060,75"
4/02/2021 16:00:00,"1068,98"
5/02/2021 16:00:00,"1073,65"
8/02/2021 16:00:00,"1084,4"
9/02/2021 16:00:00,"1089,65"
10/02/2021 16:00:00,"1092,53"
11/02/2021 16:00:00,"1091,04"
12/02/2021 16:00:00,"1095,14"
16/02/2021 16:00:00,"1097,48"
17/02/2021 16:00:00,"1091,68"
18/02/2021 16:00:00,"1086,72"
19/02/2021 16:00:00,"1092,87"
22/02/2021 16:00:00,"1094,24"
23/02/2021 16:00:00,"1090,58"
24/02/2021 16:00:00,"1098,86"
25/02/2021 16:00:00,"1084,27"
26/02/2021 16:00:00,"1073,42"
1/03/2021 16:00:00,"1087,89"
2/03/2021 16:00:00,"1096,58"
3/03/2021 16:00:00,"1090,22"
4/03/2021 16:00:00,"1079,69"
5/03/2021 16:00:00,"1096,72"
8/03/2021 16:00:00,"1101,5"
9/03/2021 16:00:00,"1107,82"
10/03/2021 16:00:00,"1113,61"
11/03/2021 16:00:00,"1121,45"
12/03/2021 16:00:00,"1121,71"
15/03/2021 16:00:00,"1128,08"
16/03/2021 16:00:00,"1123,74"
17/03/2021 16:00:00,"1130,83"
18/03/2021 16:00:00,"1124,56"
19/03/2021 16:00:00,"1124,15"
22/03/2021 16:00:00,"1121,45"
23/03/2021 16:00:00,"1115,77"
24/03/2021 16:00:00,"1114,68"
25/03/2021 16:00:00,"1115,42"